tokenized_query,type,doc_id,canonical_name,domain_id
query-streetlight-locationcategory-park-lanternmodel-fluorescent-in-eastshore-quarter,streetlight,sl_000003,/d2/streetlight/sl_000003,2
give-me-parking-where-allowedvehicletype-equals-bicycle-and-occupancystatus-equals-almostfull,traffic,p_000063,/d0/parking/p_000063,0
streetlight-with-powerstateon-and-statuscolumnissue-close-to-south-hills-city-hall,streetlight,sl_000029,/d3/streetlight/sl_000029,3
find-pollution-with-airqualitylevel-veryunhealthy-and-sourcetype-naturalbackground-near-south-hills-clock-tower,pollution,pol_000060,/d3/pollution/pol_000060,3
show-parking-where-occupancystatus-is-available-allowedvehicletype-is-electricvehicle-in-north-harbor-civic-center,traffic,p_000009,/d0/parking/p_000009,0
pollution-with-sourcetypetraffic-and-pollutanttypepm10-close-to-south-hills-town-square,traffic,pol_000026,/d3/pollution/pol_000026,3
locate-traffic-with-lanedirection-set-to-inbound-near-north-harbor-waterfront-promenade-in-north-harbor-civic-center,traffic,traf_000082,/d0/traffic/traf_000082,0
search-for-traffic-devices-vehicletypemotorcycle-roadtypearterial-near-greenfield-park-main-station,traffic,traf_000074,/d7/traffic/traf_000074,7
search-for-streetlight-devices-powerstateon-statusok-near-westside-heights-harbor-bridge,streetlight,sl_000241,/d1/streetlight/sl_000241,1
pollution-with-monitoringstationmobile-and-pollutanttypeco-close-to-westside-heights-lighthouse,pollution,pol_000089,/d1/pollution/pol_000089,1
locate-parking-with-occupancystatus-set-to-available-near-north-harbor-central-plaza-in-north-harbor-uptown,parking,p_000009,/d0/parking/p_000009,0
list-parking-having-facilitytype-metered-plus-category-offstreet-in-lakeside-district,parking,p_000080,/d5/parking/p_000080,5
locate-parking-with-occupancystatus-set-to-almostfull-near-eastshore-quarter-cultural-center-in-eastshore-quarter-waterfront,parking,p_000015,/d2/parking/p_000015,2
give-me-streetlight-where-lanternmodel-equals-fluorescent-and-locationcategory-equals-garden,streetlight,sl_000020,/d2/streetlight/sl_000020,2
locate-parking-with-facilitytype-set-to-uncovered-near-south-hills-science-center-in-south-hills-transit-hub,parking,p_000062,/d3/parking/p_000062,3
show-parking-where-category-is-underground-occupancystatus-is-available-in-old-town-core-uptown,parking,p_000357,/d6/parking/p_000357,6
find-streetlight-with-status-defectivelamp-and-lanternmodel-mh-near-north-harbor-main-station,streetlight,sl_000010,/d0/streetlight/sl_000010,0
search-for-parking-devices-occupancystatusfull-allowedvehicletypecar-near-eastshore-quarter-shopping-mall,traffic,p_000022,/d2/parking/p_000022,2
list-traffic-having-lanedirection-bidirectional-plus-roadtype-arterial-in-north-harbor,traffic,traf_000540,/d0/traffic/traf_000540,0
give-me-traffic-where-lanedirection-equals-inbound-and-vehicletype-equals-bicycle,traffic,traf_000040,/d2/traffic/traf_000040,2
search-for-streetlight-devices-statuscolumnissue-powerstatelow-near-westside-heights-cultural-center,streetlight,sl_000119,/d1/streetlight/sl_000119,1
find-streetlight-with-powerstate-low-and-status-columnissue-near-eastshore-quarter-sports-arena,streetlight,sl_000003,/d2/streetlight/sl_000003,2
locate-traffic-with-vehicletype-set-to-truck-near-south-hills-central-plaza-in-south-hills-waterfront,traffic,traf_000078,/d3/traffic/traf_000078,3
pollution-with-airqualitylevelgood-and-pollutanttypeno2-close-to-lakeside-district-cultural-center,pollution,pol_000211,/d5/pollution/pol_000211,5
search-for-pollution-devices-pollutanttypeco-monitoringstationfixed-near-south-hills-science-center,pollution,pol_000143,/d3/pollution/pol_000143,3
query-parking-facilitytype-covered-allowedvehicletype-electricvehicle-in-midtown-center,traffic,p_000017,/d4/parking/p_000017,4
find-parking-with-occupancystatus-full-and-allowedvehicletype-bus-near-greenfield-park-waterfront-promenade,traffic,p_000110,/d7/parking/p_000110,7
give-me-parking-where-facilitytype-equals-covered-and-occupancystatus-equals-almostfull,parking,p_000173,/d7/parking/p_000173,7
streetlight-with-statuscolumnissue-and-locationcategorytunnel-close-to-eastshore-quarter-convention-center,streetlight,sl_000003,/d2/streetlight/sl_000003,2
traffic-with-lanedirectioninbound-and-vehicletypebicycle-close-to-westside-heights-lighthouse,traffic,traf_000010,/d1/traffic/traf_000010,1
find-streetlight-with-powerstate-off-and-lanternmodel-hps-near-south-hills-town-square,streetlight,sl_000006,/d3/streetlight/sl_000006,3
list-parking-having-allowedvehicletype-bus-plus-facilitytype-covered-in-north-harbor,traffic,p_000113,/d0/parking/p_000113,0
query-streetlight-powerstate-bootingup-locationcategory-road-in-greenfield-park,traffic,sl_000324,/d7/streetlight/sl_000324,7
show-traffic-where-roadtype-is-highway-congestionlevel-is-heavy-in-south-hills-financial-row,traffic,traf_000009,/d3/traffic/traf_000009,3
give-me-traffic-where-vehicletype-equals-bicycle-and-roadtype-equals-serviceroad,traffic,traf_000060,/d2/traffic/traf_000060,2
show-traffic-where-vehicletype-bus-in-westside-heights-financial-row,traffic,traf_000017,/d1/traffic/traf_000017,1
list-traffic-that-satisfy-vehicletype-bus-within-westside-heights-civic-center,traffic,traf_000017,/d1/traffic/traf_000017,1
which-traffic-have-vehicletype-bus-in-westside-heights-uptown,traffic,traf_000017,/d1/traffic/traf_000017,1
show-traffic-where-lanedirection-inbound-in-midtown-center-industrial-zone,traffic,traf_000079,/d4/traffic/traf_000079,4
list-traffic-that-satisfy-lanedirection-inbound-within-midtown-center-financial-row,traffic,traf_000028,/d4/traffic/traf_000028,4
which-traffic-have-lanedirection-inbound-in-midtown-center-waterfront,traffic,traf_000073,/d4/traffic/traf_000073,4
streetlight-data-lanternmodel-led-zone-westside-heights,streetlight,sl_000101,/d1/streetlight/sl_000101,1
report-on-streetlight-with-lanternmodel-led-in-westside-heights,streetlight,sl_000241,/d1/streetlight/sl_000241,1
query-streetlight-meeting-lanternmodel-led-across-westside-heights,streetlight,sl_000269,/d1/streetlight/sl_000269,1
find-parking-with-allowedvehicletype-electricvehicle-around-old-town-core-riverside-park,traffic,p_000048,/d6/parking/p_000048,6
search-for-parking-matching-allowedvehicletype-electricvehicle-near-old-town-core-clock-tower,traffic,p_000048,/d6/parking/p_000048,6
locate-parking-having-allowedvehicletype-electricvehicle-close-to-old-town-core-harbor-bridge,traffic,p_000048,/d6/parking/p_000048,6
find-parking-with-allowedvehicletype-bus-around-westside-heights-riverside-park,traffic,p_000119,/d1/parking/p_000119,1
search-for-parking-matching-allowedvehicletype-bus-near-westside-heights-central-plaza,traffic,p_000341,/d1/parking/p_000341,1
locate-parking-having-allowedvehicletype-bus-close-to-westside-heights-cathedral,traffic,p_000191,/d1/parking/p_000191,1
show-traffic-where-roadtype-collector-in-eastshore-quarter-arts-quarter,traffic,traf_000016,/d2/traffic/traf_000016,2
list-traffic-that-satisfy-roadtype-collector-within-eastshore-quarter-residential-block,traffic,traf_000016,/d2/traffic/traf_000016,2
which-traffic-have-roadtype-collector-in-eastshore-quarter-downtown,traffic,traf_000016,/d2/traffic/traf_000016,2
find-streetlight-with-lanternmodel-hps-around-westside-heights-shopping-mall,streetlight,sl_000546,/d1/streetlight/sl_000546,1
search-for-streetlight-matching-lanternmodel-hps-near-westside-heights-botanical-garden,streetlight,sl_000062,/d1/streetlight/sl_000062,1
locate-streetlight-having-lanternmodel-hps-close-to-westside-heights-botanical-garden,streetlight,sl_000274,/d1/streetlight/sl_000274,1
parking-data-category-underground-zone-south-hills,parking,p_000309,/d3/parking/p_000309,3
report-on-parking-with-category-underground-in-south-hills,parking,p_000309,/d3/parking/p_000309,3
query-parking-meeting-category-underground-across-south-hills,parking,p_000309,/d3/parking/p_000309,3
pollution-data-sourcetype-traffic-zone-eastshore-quarter,traffic,pol_000030,/d2/pollution/pol_000030,2
report-on-pollution-with-sourcetype-traffic-in-eastshore-quarter,traffic,pol_000030,/d2/pollution/pol_000030,2
query-pollution-meeting-sourcetype-traffic-across-eastshore-quarter,traffic,pol_000030,/d2/pollution/pol_000030,2
streetlight-data-lanternmodel-hps-zone-westside-heights,streetlight,sl_000546,/d1/streetlight/sl_000546,1
report-on-streetlight-with-lanternmodel-hps-in-westside-heights,streetlight,sl_000498,/d1/streetlight/sl_000498,1
query-streetlight-meeting-lanternmodel-hps-across-westside-heights,streetlight,sl_000526,/d1/streetlight/sl_000526,1
find-pollution-with-sourcetype-naturalbackground-around-midtown-center-main-station,pollution,pol_000084,/d4/pollution/pol_000084,4
search-for-pollution-matching-sourcetype-naturalbackground-near-midtown-center-main-station,pollution,pol_000084,/d4/pollution/pol_000084,4
locate-pollution-having-sourcetype-naturalbackground-close-to-midtown-center-botanical-garden,pollution,pol_000084,/d4/pollution/pol_000084,4
show-streetlight-where-powerstate-on-in-lakeside-district-downtown,streetlight,sl_000117,/d5/streetlight/sl_000117,5
list-streetlight-that-satisfy-powerstate-on-within-lakeside-district-waterfront,streetlight,sl_000117,/d5/streetlight/sl_000117,5
which-streetlight-have-powerstate-on-in-lakeside-district-commercial-strip,streetlight,sl_000117,/d5/streetlight/sl_000117,5
show-streetlight-where-status-defectivelamp-in-south-hills-transit-hub,streetlight,sl_000006,/d3/streetlight/sl_000006,3
list-streetlight-that-satisfy-status-defectivelamp-within-south-hills-arts-quarter,streetlight,sl_000006,/d3/streetlight/sl_000006,3
which-streetlight-have-status-defectivelamp-in-south-hills-residential-block,streetlight,sl_000006,/d3/streetlight/sl_000006,3
pollution-data-sourcetype-industrial-zone-old-town-core,pollution,pol_000017,/d6/pollution/pol_000017,6
report-on-pollution-with-sourcetype-industrial-in-old-town-core,pollution,pol_000017,/d6/pollution/pol_000017,6
query-pollution-meeting-sourcetype-industrial-across-old-town-core,pollution,pol_000017,/d6/pollution/pol_000017,6
show-streetlight-where-lanternmodel-hps-in-greenfield-park-transit-hub,streetlight,sl_000122,/d7/streetlight/sl_000122,7
list-streetlight-that-satisfy-lanternmodel-hps-within-greenfield-park-civic-center,streetlight,sl_000178,/d7/streetlight/sl_000178,7
which-streetlight-have-lanternmodel-hps-in-greenfield-park-residential-block,streetlight,sl_000178,/d7/streetlight/sl_000178,7
find-parking-with-facilitytype-metered-around-westside-heights-town-square,parking,p_000244,/d1/parking/p_000244,1
search-for-parking-matching-facilitytype-metered-near-westside-heights-central-plaza,parking,p_000316,/d1/parking/p_000316,1
locate-parking-having-facilitytype-metered-close-to-westside-heights-historic-market,parking,p_000224,/d1/parking/p_000224,1
parking-data-facilitytype-covered-zone-south-hills,parking,p_000001,/d3/parking/p_000001,3
report-on-parking-with-facilitytype-covered-in-south-hills,parking,p_000001,/d3/parking/p_000001,3
query-parking-meeting-facilitytype-covered-across-south-hills,parking,p_000001,/d3/parking/p_000001,3
show-pollution-where-monitoringstation-satellite-in-old-town-core-financial-row,pollution,pol_000081,/d6/pollution/pol_000081,6
list-pollution-that-satisfy-monitoringstation-satellite-within-old-town-core-financial-row,pollution,pol_000081,/d6/pollution/pol_000081,6
which-pollution-have-monitoringstation-satellite-in-old-town-core-uptown,pollution,pol_000081,/d6/pollution/pol_000081,6
find-streetlight-with-locationcategory-sidewalk-around-lakeside-district-cathedral,streetlight,sl_000191,/d5/streetlight/sl_000191,5
search-for-streetlight-matching-locationcategory-sidewalk-near-lakeside-district-city-library,streetlight,sl_000191,/d5/streetlight/sl_000191,5
locate-streetlight-having-locationcategory-sidewalk-close-to-lakeside-district-harbor-bridge,streetlight,sl_000191,/d5/streetlight/sl_000191,5
find-traffic-with-vehicletype-truck-around-south-hills-waterfront-promenade,traffic,traf_000078,/d3/traffic/traf_000078,3
search-for-traffic-matching-vehicletype-truck-near-south-hills-science-center,traffic,traf_000078,/d3/traffic/traf_000078,3
locate-traffic-having-vehicletype-truck-close-to-south-hills-waterfront-promenade,traffic,traf_000078,/d3/traffic/traf_000078,3
pollution-data-airqualitylevel-unhealthy-zone-lakeside-district,pollution,pol_000243,/d5/pollution/pol_000243,5
report-on-pollution-with-airqualitylevel-unhealthy-in-lakeside-district,pollution,pol_000213,/d5/pollution/pol_000213,5
query-pollution-meeting-airqualitylevel-unhealthy-across-lakeside-district,pollution,pol_000443,/d5/pollution/pol_000443,5
find-streetlight-with-lanternmodel-led-around-eastshore-quarter-shopping-mall,streetlight,sl_000005,/d2/streetlight/sl_000005,2
search-for-streetlight-matching-lanternmodel-led-near-eastshore-quarter-cathedral,streetlight,sl_000005,/d2/streetlight/sl_000005,2
locate-streetlight-having-lanternmodel-led-close-to-eastshore-quarter-botanical-garden,streetlight,sl_000005,/d2/streetlight/sl_000005,2
show-pollution-where-pollutanttype-o3-in-north-harbor-waterfront,pollution,pol_000172,/d0/pollution/pol_000172,0
list-pollution-that-satisfy-pollutanttype-o3-within-north-harbor-downtown,pollution,pol_000172,/d0/pollution/pol_000172,0
which-pollution-have-pollutanttype-o3-in-north-harbor-downtown,pollution,pol_000172,/d0/pollution/pol_000172,0
parking-data-facilitytype-metered-zone-old-town-core,parking,p_000216,/d6/parking/p_000216,6
report-on-parking-with-facilitytype-metered-in-old-town-core,parking,p_000428,/d6/parking/p_000428,6
query-parking-meeting-facilitytype-metered-across-old-town-core,parking,p_000032,/d6/parking/p_000032,6
find-pollution-with-pollutanttype-co-around-lakeside-district-convention-center,pollution,pol_000077,/d5/pollution/pol_000077,5
search-for-pollution-matching-pollutanttype-co-near-lakeside-district-waterfront-promenade,pollution,pol_000077,/d5/pollution/pol_000077,5
locate-pollution-having-pollutanttype-co-close-to-lakeside-district-waterfront-promenade,pollution,pol_000077,/d5/pollution/pol_000077,5
show-traffic-where-lanedirection-inbound-in-north-harbor-financial-row,traffic,traf_000019,/d0/traffic/traf_000019,0
list-traffic-that-satisfy-lanedirection-inbound-within-north-harbor-financial-row,traffic,traf_000214,/d0/traffic/traf_000214,0
which-traffic-have-lanedirection-inbound-in-north-harbor-civic-center,traffic,traf_000085,/d0/traffic/traf_000085,0
show-traffic-where-roadtype-arterial-in-eastshore-quarter-arts-quarter,traffic,traf_000007,/d2/traffic/traf_000007,2
list-traffic-that-satisfy-roadtype-arterial-within-eastshore-quarter-downtown,traffic,traf_000007,/d2/traffic/traf_000007,2
which-traffic-have-roadtype-arterial-in-eastshore-quarter-industrial-zone,traffic,traf_000007,/d2/traffic/traf_000007,2
parking-data-occupancystatus-full-zone-greenfield-park,parking,p_000110,/d7/parking/p_000110,7
report-on-parking-with-occupancystatus-full-in-greenfield-park,parking,p_000490,/d7/parking/p_000490,7
query-parking-meeting-occupancystatus-full-across-greenfield-park,parking,p_000146,/d7/parking/p_000146,7
show-traffic-where-lanedirection-bidirectional-in-eastshore-quarter-uptown,traffic,traf_000006,/d2/traffic/traf_000006,2
list-traffic-that-satisfy-lanedirection-bidirectional-within-eastshore-quarter-industrial-zone,traffic,traf_000006,/d2/traffic/traf_000006,2
which-traffic-have-lanedirection-bidirectional-in-eastshore-quarter-residential-block,traffic,traf_000006,/d2/traffic/traf_000006,2
show-traffic-where-congestionlevel-light-in-lakeside-district-industrial-zone,traffic,traf_000127,/d5/traffic/traf_000127,5
list-traffic-that-satisfy-congestionlevel-light-within-lakeside-district-downtown,traffic,traf_000162,/d5/traffic/traf_000162,5
which-traffic-have-congestionlevel-light-in-lakeside-district-waterfront,traffic,traf_000162,/d5/traffic/traf_000162,5
show-pollution-where-sourcetype-industrial-in-lakeside-district-residential-block,pollution,pol_000101,/d5/pollution/pol_000101,5
list-pollution-that-satisfy-sourcetype-industrial-within-lakeside-district-arts-quarter,pollution,pol_000073,/d5/pollution/pol_000073,5
which-pollution-have-sourcetype-industrial-in-lakeside-district-civic-center,pollution,pol_000257,/d5/pollution/pol_000257,5
show-traffic-where-vehicletype-bus-in-greenfield-park-transit-hub,traffic,traf_000457,/d7/traffic/traf_000457,7
list-traffic-that-satisfy-vehicletype-bus-within-greenfield-park-residential-block,traffic,traf_000302,/d7/traffic/traf_000302,7
which-traffic-have-vehicletype-bus-in-greenfield-park-residential-block,traffic,traf_000457,/d7/traffic/traf_000457,7
show-pollution-where-pollutanttype-o3-in-lakeside-district-downtown,pollution,pol_000082,/d5/pollution/pol_000082,5
list-pollution-that-satisfy-pollutanttype-o3-within-lakeside-district-commercial-strip,pollution,pol_000082,/d5/pollution/pol_000082,5
which-pollution-have-pollutanttype-o3-in-lakeside-district-residential-block,pollution,pol_000082,/d5/pollution/pol_000082,5
find-traffic-devices-in-lakeside-district,traffic,traf_000097,/d5/traffic/traf_000097,5
search-for-streetlight-alongside-pollution-around-westside-heights-clock-tower,pollution,sl_000062,/d1/streetlight/sl_000062,1
show-streetlight-plus-pollution-data-in-lakeside-district-arts-quarter,pollution,sl_000090,/d5/streetlight/sl_000090,5
search-for-streetlight-alongside-pollution-around-eastshore-quarter-art-museum,pollution,sl_000003,/d2/streetlight/sl_000003,2
show-streetlight-plus-pollution-data-in-eastshore-quarter-residential-block,pollution,sl_000003,/d2/streetlight/sl_000003,2
combined-parking-and-streetlight-readings-near-midtown-center-harbor-bridge,parking,p_000002,/d4/parking/p_000002,4
combined-pollution-and-streetlight-readings-near-old-town-core-sports-arena,pollution,pol_000007,/d6/pollution/pol_000007,6
search-for-streetlight-alongside-parking-around-south-hills-waterfront-promenade,parking,sl_000004,/d3/streetlight/sl_000004,3
find-pollution-and-traffic-sensors-in-greenfield-park,traffic,pol_000002,/d7/pollution/pol_000002,7
find-parking-and-streetlight-sensors-in-greenfield-park,parking,p_000041,/d7/parking/p_000041,7
find-streetlight-and-pollution-sensors-in-westside-heights,pollution,sl_000062,/d1/streetlight/sl_000062,1
show-traffic-plus-pollution-data-in-westside-heights-financial-row,traffic,traf_000004,/d1/traffic/traf_000004,1
show-traffic-plus-parking-data-in-midtown-center-uptown,traffic,traf_000012,/d4/traffic/traf_000012,4
find-streetlight-and-traffic-sensors-in-south-hills,traffic,sl_000004,/d3/streetlight/sl_000004,3
find-streetlight-and-traffic-sensors-in-westside-heights,traffic,sl_000062,/d1/streetlight/sl_000062,1
find-traffic-and-parking-sensors-in-south-hills,traffic,traf_000009,/d3/traffic/traf_000009,3
find-traffic-and-streetlight-sensors-in-old-town-core,traffic,traf_000008,/d6/traffic/traf_000008,6
combined-streetlight-and-pollution-readings-near-lakeside-district-main-station,pollution,sl_000090,/d5/streetlight/sl_000090,5
find-traffic-and-pollution-sensors-in-midtown-center,traffic,traf_000012,/d4/traffic/traf_000012,4
find-traffic-and-pollution-sensors-in-eastshore-quarter,traffic,traf_000002,/d2/traffic/traf_000002,2
search-for-parking-alongside-pollution-around-south-hills-science-center,parking,p_000001,/d3/parking/p_000001,3
show-pollution-plus-streetlight-data-in-old-town-core-financial-row,pollution,pol_000007,/d6/pollution/pol_000007,6
combined-traffic-and-pollution-readings-near-eastshore-quarter-shopping-mall,traffic,traf_000002,/d2/traffic/traf_000002,2
search-for-pollution-alongside-traffic-around-eastshore-quarter-main-station,traffic,pol_000005,/d2/pollution/pol_000005,2
show-parking-plus-streetlight-data-in-midtown-center-downtown,parking,p_000002,/d4/parking/p_000002,4
find-parking-and-traffic-sensors-in-north-harbor,traffic,p_000004,/d0/parking/p_000004,0
search-for-streetlight-alongside-pollution-around-greenfield-park-university-campus,pollution,sl_000023,/d7/streetlight/sl_000023,7
find-parking-and-pollution-sensors-in-lakeside-district,parking,p_000054,/d5/parking/p_000054,5
combined-streetlight-and-parking-readings-near-westside-heights-city-library,parking,sl_000062,/d1/streetlight/sl_000062,1
search-for-pollution-alongside-parking-around-westside-heights-riverside-park,parking,pol_000003,/d1/pollution/pol_000003,1
find-streetlight-and-traffic-sensors-in-lakeside-district,traffic,sl_000090,/d5/streetlight/sl_000090,5
find-streetlight-and-traffic-sensors-in-midtown-center,traffic,sl_000014,/d4/streetlight/sl_000014,4
show-pollution-plus-traffic-data-in-lakeside-district-residential-block,traffic,pol_000073,/d5/pollution/pol_000073,5
search-for-streetlight-alongside-pollution-around-greenfield-park-clock-tower,pollution,sl_000023,/d7/streetlight/sl_000023,7
find-pollution-and-parking-sensors-in-westside-heights,parking,pol_000003,/d1/pollution/pol_000003,1
search-for-parking-alongside-pollution-around-midtown-center-cathedral,parking,p_000002,/d4/parking/p_000002,4
search-for-traffic-alongside-parking-around-lakeside-district-waterfront-promenade,traffic,traf_000089,/d5/traffic/traf_000089,5
combined-parking-and-pollution-readings-near-old-town-core-cultural-center,parking,p_000003,/d6/parking/p_000003,6
combined-traffic-and-parking-readings-near-south-hills-riverside-park,traffic,traf_000009,/d3/traffic/traf_000009,3
search-for-parking-alongside-traffic-around-north-harbor-central-plaza,traffic,p_000004,/d0/parking/p_000004,0
show-streetlight-plus-parking-data-in-north-harbor-financial-row,parking,sl_000010,/d0/streetlight/sl_000010,0
show-pollution-plus-parking-data-in-westside-heights-downtown,parking,pol_000003,/d1/pollution/pol_000003,1
combined-streetlight-and-pollution-readings-near-old-town-core-lighthouse,pollution,sl_000001,/d6/streetlight/sl_000001,6
combined-parking-and-pollution-readings-near-midtown-center-cathedral,parking,p_000002,/d4/parking/p_000002,4
show-parking-plus-streetlight-data-in-westside-heights-financial-row,parking,p_000039,/d1/parking/p_000039,1
find-traffic-and-pollution-sensors-in-greenfield-park,traffic,traf_000001,/d7/traffic/traf_000001,7
combined-streetlight-and-pollution-readings-near-eastshore-quarter-art-museum,pollution,sl_000003,/d2/streetlight/sl_000003,2
combined-traffic-and-pollution-readings-near-old-town-core-main-station,traffic,traf_000008,/d6/traffic/traf_000008,6
find-traffic-and-pollution-sensors-in-north-harbor,traffic,traf_000013,/d0/traffic/traf_000013,0
search-for-parking-alongside-traffic-around-north-harbor-botanical-garden,traffic,p_000004,/d0/parking/p_000004,0
combined-streetlight-and-pollution-readings-near-eastshore-quarter-city-library,pollution,sl_000003,/d2/streetlight/sl_000003,2
